Gene_Symbol	Gene_ID
FASLG	356
MITF	4286
FAM117A	81558
IGKJ4	28947
SMIM19	114926
ADCY9	115
SNORA30	677813
GJA9	81025
RPS11P1	128718
COTL1	23406
RASL12	51285
SCN3B	55800
SLMO1	10650
LOC642131	642131
STQTL22	100529227
DPY19L2P2	349152
LIPI	149998
IGHD2-8	28504
SLC44A5	204962
FAM187A	100528020
LINC00562	100861549
GPR142	350383
MIR92B	693235
FAM212B-AS1	100506343
AQP8	343
GAGE12J	729396
PCSK5	5125
RBP5	83758
TMEM190	147744
BAMBI	25805
PPBPP1	728045
NT5C3B	115024
LINC01098	285501
LOXHD1	125336
IGHJ1P	28482
TPBGL	100507050
FAM195A	84331
HIST1H2APS6	100509927
LINC00929	503519
SYTL1	84958
SNORD114-2	767578
ZNF865	100507290
GAS2L2	246176
CYYR1	116159
ATP9A	10079
OR7E155P	403297
SCN1B	6324
RALGAPA2	57186
NR1H3	10062
AKR1D1	6718
MICALL2	79778
GDI2P2	100420259
GIT1	28964
PPP1R15A	23645
DPF1	8193
RORB	6096
LOC729739	729739
MIRLET7BHG	400931
HEYL	26508
TPM4	7171
TRIM71	131405
OR2T29	343563
MDH1	4190
ADAM1B	100420505
PLA2G6	8398
ELL3	80237
ACAD9	28976
MIR196B	442920
HERC2P3	283755
IGHV3-22	28443
LOC100130938	100130938
NRARP	441478
KIR2DS2	100132285
TMA16	55319
TMEM63B	55362
NACC1	112939
HYT8	100188321
LINC00316	388830
FAM189A2	9413
KIF1A	547
BBS5	129880
CYTH4	27128
RPS6	6194
NPM1P39	440577
AZGP1P2	401393
SNORD115-41	100033815
TOMM40	10452
NIFK-AS1	254128
CUEDC2	79004
GAGE12G	645073
OR4K11P	81079
TNNC2	7125
EPYC	1833
LINC01353	100506775
PCDHA2	56146
CNTNAP5	129684
ZNF599	148103
NR1D1	9572
TSC22D1-AS1	641467
MROH9	80133
CCDC54	84692
USP3-AS1	100130855
OR4K1	79544
NDUFA3P3	644482
PRSS47	138652
ATN1	1822
PCDHGB8P	56120
FLJ31713	158263
MIR548AC	100616384
LOC101928036	101928036
RNA5S15	100169766
IGLV1-40	28825
RPL13AP5	728658
PPAP2B	8613
OR8G7P	282786
BFSP1	631
PEPD	5184
DUSP26	78986
GPR110	266977
LINC00467	84791
DBH	1621
TRMT10C	54931
MIR190A	406965
TAS2R9	50835
ATP12A	479
BCAS4	55653
GPR56	9289
RPL18AP16	347544
TTC14	151613
PALLD	23022
TEX10	54881
LINC01304	100505964
MTND2P33	100873236
DPP9-AS1	100131094
NCR1	9437
KIR3DX1	90011
PXDC1	221749
NFXL1	152518
C9ORF139	401563
HAPLN1	1404
FAM224B	401629
PYROXD1	79912
CLC	1178
RPL7P14	100129743
ARHGAP39	80728
BMIQ15	100302719
HPRT1	3251
VUR4	100820757
SLC24A3	57419
TEX26	122046
KRTAP9-1	728318
MBD2	8932
TPRX1	284355
TRAV21	28662
C1ORF116	79098
C7	730
OR52A1	23538
KIAA1462	57608
LINC00486	285045
KRT8P13	730023
CXCL11	6373
MIR4636	100616326
MTMR1	8776
MIR1302-10	100422834
RNA5SP492	100873734
ZKSCAN1	7586
SAA@	6287
DELXQ28	100302680
RBCK1	10616
MGC45800	90768
PREPL	9581
UBE2M	9040
OR4E2	26686
PABPC5-AS1	102724167
FOXL1	2300
SEC24D	9871
TREM1	54210
C1ORF137	388667
ZNF776	284309
RPL29P31	284064
ARPIN	348110
TCEA2	6919
RPL12P8	645161
CCDC81	60494
TRIM49D2P	729384
TTI1	9675
ZNF582	147948
HNRNPA1P53	728732
COL9A2	1298
IFNNP1	654783
ZNF300P1	134466
RAB27B	5874
SHPK	23729
WDR83	84292
GATA6-AS1	100128893
SLC35E2B	728661
CACNB1	782
STQTL18	100302683
MIR4732	100616385
GSTK1	373156
SUV420H2	84787
RAE1	8480
SNORD2	619567
DIEXF	27042
AGPAT9	84803
MPHOSPH9	10198
TSC22D4	81628
ATXN3L	92552
PDGFRA	5156
LOC100287576	100287576
RNU5A-7P	100873872
BCL6	604
MIR137	406928
ZFHX4	79776
MS4A14	84689
HHIP-AS1	646576
MIR3591	100616357
HMGB1P7	100420044
SREK1IP1	285672
GEFSP8	100653381
RPL6P12	100270907
NAV2-IT1	100874305
BHLHE40	8553
PUS1	80324
ADH1A	124
LOC101930072	101930072
ZBTB20-AS4	100874131
LOC100996643	100996643
BLM	641
SUMO1P1	391257
CICP23	100505953
DUXAP5	503634
OHDS	50948
HEXIM1	10614
LINC00111	54090
ZNF805	390980
ANKRD20A13P	100132733
PEBP4	157310
RPL39P	140719
PLSCR3	57048
RPL37AP7	100131730
OFCC1	266553
MLK7-AS1	339751
MMP21	118856
CCDC58P2	100287708
LINC01120	389043
RPS27AP16	643358
FAR2	55711
LOC645949	645949
HMGB1P39	100419972
NRG1	3084
DDX6	1656
INPP1	3628
MIR548AA1	100500863
SNORA18	677805
ZNF521	25925
SLC13A2	9058
CADM3	57863
RBMY2HP	378953
NDUFA12	55967
MAGEA8	4107
MKNK2	2872
ZNF385A	25946
LOC154761	154761
CICP10	100462787
LINC01146	283587
CALD1	800
RPL12P14	729500
SWAP70	23075
PPM1D	8493
HMOX2	3163
LOC100506882	100506882
GGA3	23163
DELXP21	100505389
SRRM1P1	401475
SNORD34	26817
MIR4540	100616278
TCEAL3	85012
KRT8P19	644998
RPSAP51	100271267
CHMP4C	92421
HMGB1	3146
CDH12	1010
MICD	4279
LDHAP3	442013
SRP14-AS1	100131089
RPA2	6118
CYP4F24P	388514
ST13P15	100422603
TMEM9B	56674
RPL10P12	645422
ADCY10P1	221442
ORC3	23595
CENPW	387103
SHOX2	6474
KCNE3	10008
MAPK6PS4	286065
TYK2	7297
IGLC3	3539
FRA2G	2379
HFM	170474
RNA5SP288	100873541
LOC157273	157273
GYG1P2	647317
TEX40	25858
SYNE1	23345
UPF3AP3	100422343
LYRM7	90624
FAM76A	199870
ABCG2	9429
ATP6V1E1	529
DEL17Q11.2	100852404
SNRNP40	9410
GULOP	2989
ALG1L12P	100421097
TNIK	23043
SCARNA14	692149
TCAP	8557
CAV2	858
CALB2	794
SLC25A5P2	344371
ENAM	10117
TMEM161BP1	646360
RPL23A	6147
TNNT2	7139
APITD1-CORT	100526739
C6ORF120	387263
TCF21	6943
MIR2681	100616110
LOC643675	643675
NR2C2AP	126382
CIT	11113
SHARPIN	81858
MIR4495	100616287
GSTM2P1	442245
ZNF648	127665
SYTL4	94121
RPL12P18	729760
CD19	930
MIR548AN	100616144
GIMAP8	155038
MMP14	4323
CHFR	55743
ZYG11B	79699
HTR5A	3361
ISY1	57461
SLC9A3R2	9351
LINC00556	100861551
ATF4P3	643159
MIR543	100126335
ERCC3	2071
TMPRSS2	7113
LOC100506123	100506123
PGRMC2	10424
LRP5L	91355
PISRT1	140464
LPHN1	22859
UGT2A2	574537
CNSN	8173
TNR-IT1	100874256
NT5E	4907
ALDH2	217
LCN6	158062
PGLYRP1	8993
HNRNPU	3192
IGHVIII-67-3	28341
SHFM1	7979
PABPN1	8106
SCGB1B2P	643719
MESDC2	23184
RPS15AP16	100271358
LOC100506804	100506804
KRT222	125113
MIR544B	100422864
ZC3H11B	643136
HIST1H4K	8362
LOC375196	375196
CLCA2	9635
TRIP6	7205
MAN1B1-AS1	100289341
CICP13	728615
YIPF5	81555
ITGA10	8515
AIF1L	83543
SGSM3	27352
INSL3	3640
PDIA3P1	171423
ABCB7	22
GAPDHP31	643739
LOC340268	340268
MIR3680-1	100500917
OR4G11P	403263
CFL1	1072
IST1	9798
PCDHB5	26167
MAF	4094
RAC1P2	442775
IGLON5	402665
NPM1P12	10835
MIR3921	100500859
LOC102723568	102723568
RRP1B	23076
NGB	58157
IGSF3	3321
MIR3165	100422953
THEMIS2	9473
C15ORF54	400360
FLJ31104	441072
CLGN	1047
RAB19	401409
LOC102723321	102723321
CLEC5A	23601
ENO1P3	100419069
TSGA10IP	254187
MKRN2	23609
CLTC	1213
MTIF3	219402
MIR1539	100302257
POLR3H	171568
MPHOSPH10	10199
CNIH3	149111
PFN1P4	767851
LINC00293	497634
CCDC58P3	732448
CDHR5	53841
MIR4311	100422905
ZSWIM1	90204
GS1-24F4.2	100652791
TCEAL5	340543
ZNF655	79027
MIR3666	100500896
RNU6-53P	100873762
MIR4271	100422952
ESCO2	157570
SNORD116-5	100033417
SH3GL1P2	6459
SUCLA2P3	100421648
ETFA	2108
ZNF624	57547
SLC35D2	11046
RNA5SP37	100873369
STAG3L2	442582
NOTCH3	4854
EPN2-IT1	100874309
RP9P	441212
GLOD4	51031
KIAA0087	9808
C2CD5	9847
SELK	58515
OR5M9	390162
ASPG	374569
MIR3123	100422856
DLGAP1-AS5	284215
OR2J1	442185
MAMDC2-AS1	100507244
MIR331	442903
LOC100506557	100506557
HMGB3P19	729635
AURKA	6790
MIR4736	100616220
RPL37P6	346950
LOC101929072	101929072
RPS3AP6	145767
MYH9	4627
SYNE2	23224
FAM185A	222234
OR6Y1	391112
CTIF	9811
IGLV@	3546
KONDS	100653373
LINC00924	145820
LOC100506473	100506473
MIR4725	100616449
HSPD1P11	100359396
TRBV10-1	28585
OR6K6	128371
NAA20	51126
GLUD1P8	414213
GSPT2	23708
CBX4	8535
ICE1	23379
DDX18P1	319099
SRGAP1	57522
OR5AC4P	403271
MYD88	4615
H3F3B	3021
IGHD2-2	28505
GATAD2B	57459
HN1	51155
SSTR5	6755
KLHL17	339451
NPCA1	257641
IGHV3-66	28412
DDX60L	91351
HSPB1P1	653553
MTND4P24	100873254
PSORS1C1	170679
RNU1-14P	26859
LOC339807	339807
ADH1B	125
TNRC6C	57690
SRRM1	10250
MRSS	114890
PISD	23761
KRTAP12-2	353323
GUCY1A2	2977
MGARP	84709
CFLAR	8837
OR13Z2P	403229
IGFLR1	79713
CCDC169-SOHLH2	100526761
TAS2R30	259293
OGFR-AS1	101409261
SLC30A4	7782
PCDHB1	29930
SERF1A	8293
CLEC9A	283420
IGHV3-69-1	28402
CITED2	10370
MGC16142	84849
XECD	100302510
MTRNR2L2	100462981
ESPNL	339768
ZBP1	81030
ADIRF-AS1	100133190
RGS6	9628
MINPP1	9562
GNG12-AS1	100289178
FAM98A	25940
MPZ	4359
XK	7504
LOC100129027	100129027
ARMCX4	100131755
FAM66A	100133172
STK19	8859
EXOGP1	100128324
LOC401068	401068
NFYAP1	100130677
TPRG1	285386
CD248	57124
BRINP1	1620
LOC100131315	100131315
FLJ21408	400512
RPL27AP6	389435
CSRP2	1466
EIF3KP1	134505
SPATA42	642864
CARD14	79092
ARIH2OS	646450
RBP3	5949
TLK1	9874
LOC100128226	100128226
CIDECP	152302
OR2I1P	442197
SATB1	6304
POLR3B	55703
RGPD4-AS1	729121
TRPC6P	644218
TMEM72-AS1	220980
NF1P1	100419006
LINC00290	728081
SGOL1-AS1	100874028
GOLGA8K	653125
CTAGE3P	220112
FLJ42969	441374
CCBL1	883
OR2H2	7932
LINC00333	100874128
MIR199A2	406977
SNORD43	26807
ERMN	57471
HIATL2	84278
SCRN2	90507
ZNF705A	440077
EVA1B	55194
LOC100507513	100507513
CMAL	246230
TRPM8	79054
POFUT2	23275
TRBV5-2	28613
LOC646471	646471
HNRNPA1P7	388275
GLIS3	169792
LOC100192426	100192426
GOLGA6L2	283685
USP17L5	728386
MIR940	100126328
TSSK6	83983
MIR4504	100616261
CHST12	55501
MIR4761	100616414
SLBP	7884
DEL15Q11.2	102997063
ZNF557	79230
LPCAT3	10162
KCNK18	338567
UNC93B3	285296
BTBD2	55643
LOC101926921	101926921
MAN1C1	57134
LPPR5	163404
TRAV10	28676
FRA6E	2405
LOC442064	442064
TMEM199	147007
CACNA1G-AS1	253962
FAM212A	389119
IBD5	50941
HIST1H4H	8365
CMM7	100190932
MIR595	693180
PCED1CP	646249
NPIPB6	728741
NR1H5P	643609
TSEN15	116461
PRSS8	5652
TCEAL4	79921
UBAP1	51271
RNY4P26	100873819
BMP2KL	347359
SLC27A4	10999
APCDD1L	164284
GIGYF1	64599
ARFIP1	27236
PTOV1	53635
SPACA5B	729201
FAM24B-CUZD1	100533195
ARL2BP	23568
SNORA19	641451
HP	3240
ISCA1P1	389293
MTND5P12	100873257
HSP90B1	7184
PIGM	93183
SCHLAP1	101669767
KIF9	64147
KCNA4	3739
IGHV1-69	28461
CBX1P4	100130461
SMARCD2	6603
EEF2	1938
TAF1L	138474
SLFNL1	200172
LINC00620	285375
HNRNPUL1	11100
C19ORF60	55049
PHC3	80012
TM4SF1	4071
OSGIN1	29948
UBE2Q1-AS1	100874097
SERPINF2	5345
MYL3	4634
TRIM64FP	390233
SNORA79	677845
LOC100129534	100129534
OTSC8	100151644
LOC100862671	100862671
IGBP1-AS1	100873991
ANKRD36C	400986
PDCD5	9141
IMMT	10989
RAMP2-AS1	100190938
RGL2	5863
TMEM201	199953
CDRT8	94151
RPL8P2	100128766
LINC00294	283267
KMT2B	9757
KIAA1958	158405
FGD5P1	100132526
ITGB1BP2	26548
TYS	7303
CD14	929
LOC646730	646730
ATP6V0C	527
DCAF13	25879
WBSCR28	135886
MIR4313	100423035
LOC100507521	100507521
GSTZ1	2954
LOC100128770	100128770
PITPNB	23760
AK9	221264
BMP4	652
SOD1P3	101060005
RNU6-81P	100873780
TATDN2P1	100131103
OOSP1	255649
CEACAM16	388551
CLEC4A	50856
CHED1	8197
RYR3	6263
PTRHD1	391356
EPSTI1	94240
SLC25A5P7	442255
RNF213	57674
TLX2	3196
MIR5586	100847088
DBNDD2	55861
CCDC3	83643
DNAJB6	10049
EPHX4	253152
RIOK3P1	122145
TRS-AGA2-4	23437
NDUFV2	4729
CRYBB2P1	1416
LOC100510710	100510710
IGKV1OR2-1	3531
SHFM2	6463
FLJ45743	642484
RBPJP3	58164
RLN2	6019
SLC10A5	347051
CTBP1-AS	285463
FGS3	93985
GPR101	83550
TTC6	319089
PCAT19	100505495
TXNDC11	51061
ADI1	55256
RGS12	6002
ESRP1	54845
NUPR1	26471
RLIMP3	645453
SNORA64	26784
AQPEP	206338
MIR7-3	407045
TMEM120A	83862
RBMY1A1	5940
GJA10	84694
FAM126B	285172
SNORD115-7	100033444
IP6K3	117283
SPINT4	391253
FOXN4	121643
TRBV9	28586
SLC15A1	6564
VN1R80P	100312825
NOXO1	124056
MZF1	7593
WNT16	51384
CAMK1D	57118
ANKRD20A8P	729171
OR4D7P	81304
TFG	10342
LOC100507353	100507353
PLEKHN1	84069
HAS1	3036
LOC100132292	100132292
SPG38	100049707
LHX2	9355
RNU6-75P	100873776
NKX3-2	579
DENND1B	163486
TACC1P1	219752
INTS6P1	285634
C14ORF166	51637
CEACAM20	125931
NEDD9	4739
PLEKHF1	79156
FAM209A	200232
TBCD	6904
LMBRD2	92255
LOC100289673	100289673
SLC25A28	81894
LINC00871	100506412
PRR23D1	100131608
FAM186A	121006
RPL36P19	100873855
RPUSD1	113000
CECR9	30847
MAP3K4	4216
LOC645739	645739
TSHZ2	128553
MIR5701-2	100847005
ZNF705B	100132396
PRAMEF11	440560
GUCA1A	2978
NS3BP	171391
ZNF846	162993
MIR4462	100616413
IGFBP6	3489
PCBP4	57060
S100P	6286
RPL30P14	100129867
CLDN22	53842
KRT8P48	100887067
IFFO1	25900
PLXNB3	5365
PTPN2	5771
ZNF592	9640
FLYWCH1	84256
PPP6R3	55291
TMEM169	92691
CLIP4	79745
TEX30	93081
ZFP91-CNTF	386607
MIR3609	100500819
MIR4419A	100616177
LINC00392	100874155
SEC22B	9554
RNA5SP248	100873504
MIR1179	100302235
HES6	55502
PGDP1	342705
MAML2	84441
C5ORF42	65250
CABP2	51475
SCYL1	57410
LINC00634	339674
SNORD62A	26786
VAMP4	8674
GLYATL3	389396
GOPC	57120
THBS4	7060
ZNF410	57862
VN1R105P	100288264
RPL31P10	390283
LOC128136	128136
EXOC3	11336
LOC100130700	100130700
ASDP	100187749
CAPS2	84698
IGHVIII-47-1	28344
NAALADL2-AS3	100862679
MIR4489	100616284
TEPP	374739
ADAMTS14	140766
ACCS	84680
FMR1	2332
SHISA5	51246
RANBP10	57610
DLEU1	10301
CTGLF11P	653259
TMA7	51372
MCU	90550
LOC728715	728715
SEC24A	10802
LINC01060	401164
MIR432	574451
ATP1A4	480
TIGD7	91151
TPT1P9	389787
CBX3	11335
MIR499A	574501
COX17P1	81993
LOC645468	645468
TMEM43	79188
EHBP1L1	254102
MAX	4149
DRGX	644168
KRT18P9	442205
LINC00883	344595
LOC100128644	100128644
SCARNA5	677775
HMGN2P32	100874473
PLIN2	123
SLC24A2	25769
HOXC12	3228
MGAM	8972
LOC340340	340340
MAPKBP1	23005
LOC100130476	100130476
HOXA10-HOXA9	100534589
MFT2	100188881
OR2Y1	134083
USP17L20	100287441
GJB6	10804
CBWD3	445571
LINC00681	101409254
PHF21A	51317
PBX2	5089
LOC728752	728752
MCOLN2	255231
ZNRF3	84133
LOC100128088	100128088
LOC100132735	100132735
RBBP8P1	100420552
RSAD1	55316
ARG1	383
ABLIM3	22885
LOC728323	728323
OASD	4941
ERLIN2	11160
MIF	4282
HOTAIRM1	100506311
CNPPD1	27013
RPS2P47	644388
LOC101929231	101929231
SEPT8	23176
LOC100131262	100131262
IL5RA	3568
NEPNP	442253
MAP6D1	79929
TNFRSF13C	115650
ODF3L1	161753
ATG12P1	100151642
C1ORF158	93190
CACNG7	59284
UQCRB	7381
CDYL	9425
AKT3-IT1	100874263
IMPA1	3612
PCGF2	7703
RNA5SP195	100873457
LOC728026	728026
LOC100507564	100507564
ALPP	250
ITGB5	3693
MIR5009	100846993
SLC6A12	6539
ABCC2	1244
MIR3183	100422835
MEPE	56955
RPUSD3	285367
MIR144	406936
BRDT	676
KRTAP8-1	337879
LAMTOR4	389541
ACSS3	79611
GTF3C3	9330
RBL1	5933
PAK7	57144
RFPL4AL1	729974
MAK16	84549
GYPB	2994
MRPL34	64981
CDH15	1013
OR2A20P	401428
UQCC1	55245
PEX5L	51555
ZNF558	148156
IDI2-AS1	55853
C11ORF97	643037
RBM22P5	100133206
CTU1	90353
MSI2	124540
FLOT2	2319
LOC643623	643623
HCRP1	387535
SNORD116-3	100033415
LOC100129935	100129935
GNG12	55970
GLIPR2	152007
YEATS4	8089
TTTY2	60439
SLC39A9	55334
CDC25C	995
TARS	6897
CCDC26	137196
SUCLG1	8802
FETUB	26998
DHRS2	10202
SH3GL1	6455
DDX19A	55308
HIF1A-AS1	100750246
NEUROG2	63973
SNORD85	692200
SUSD1	64420
CYB5B	80777
RPL15P18	728088
RFX1	5989
DDX10P1	100421371
SYNPR-AS1	100874016
RNA5SP155	100873421
SEPHS2P1	100420190
SKI	6497
DOPEY2	9980
MIR215	406997
SNAI3-AS1	197187
BATF	10538
PDB4	94003
ZNF75D	7626
MVB12A	93343
MIR3150B	100500907
PAPD4	167153
ALDH8A1	64577
SKIL	6498
CCDC80	151887
NTSR2	23620
C14ORF159	80017
MS4A6E	245802
SPRYD7	57213
KIAA0556	23247
KCNH6	81033
CACNA1A	773
LINC00845	100507058
WDR88	126248
FST	10468
SNAPC2	6618
MTF2	22823
OSTCP2	646567
RANBP3L	202151
MIR1247	100302145
ZBTB3	79842
HMGB1P20	100128227
ALMS1	7840
WIPI2	26100
TFB1M	51106
TCN2	6948
CMTM1	113540
RAD9A	5883
FAP	2191
LINC00277	283673
DLX3	1747
COPS5P1	135270
LOC646377	646377
TRIM39-RPP21	202658
WDR33	55339
NIPBL	25836
MCHR2-AS1	728012
GAFA2	100130322
GSR	2936
OR4A13P	81330
EBPL	84650
SNORA47	677828
LPPR1	54886
LOC646743	646743
C2ORF47	79568
UNC13D	201294
DGKB	1607
CPD	1362
DPEP1	1800
RPRML	388394
CRNDE	643911
KCNJ14	3770
LOC100134173	100134173
MMVP1	50951
LOC100129461	100129461
SUGT1P1	441394
LACTB2	51110
ONECUT1	3175
C12ORF66	144577
ZMYM6	9204
PMS2P1	5379
PHOSPHO1	162466
OR10H2	26538
PUS7L	83448
EIF3D	8664
CDH12P3	100093624
ZNF628	89887
GPR125	166647
SAMSN1-AS1	100874190
C1ORF196	780789
LOC100126784	100126784
SSUH2	51066
FNBP1P1	100533642
SDHCP1	100422600
RPEP1	100420512
OACYLP	390858
VN2R11P	100033399
WBP11	51729
MIR4747	100616337
CTNNBL1	56259
GLRA3	8001
MIR4680	100616113
TMPRSS11F	389208
CLEC3A	10143
FAM131A	131408
ELMOD1	55531
CPE	1363
NECAP1	25977
HCG4B	80868
LEPREL4	10609
SNRNP35	11066
PPP1R16B	26051
TAF2	6873
TIGD6	81789
SUZ12P1	440423
LINC00521	256369
SETD9	133383
OR6K4P	128370
LOC647264	647264
DTYMK	1841
DYNC1LI2	1783
FEB6	619397
PARD6G	84552
LOC102723593	102723593
YWHAQP4	646954
HNRNPA1P66	391378
LAMTOR3P1	100130119
ZNF726P1	7618
KRT8P45	149501
ESP33	100188917
IGLV2-23	28813
DCAF6	55827
HYPM	25763
TCN1	6947
EAF2	55840
EPHA7	2045
STT3A	3703
DACT3	147906
PRH2	5555
UCA1	652995
BRWD1-AS1	100874093
RPL9P33	100271229
PIP	5304
VCY	9084
QTRT1	81890
RPL4P4	647276
IBD15	100190929
FCRL5	83416
PAPA2	8103
LOC100505666	100505666
SNORD6	692075
TGIF2	60436
SLC35C2	51006
ATXN7L1	222255
IL17RB	55540
POT1	25913
CNTROB	116840
SNX9	51429
MIR1248	100302143
LDLRAD4-AS1	100288122
CDK5R2	8941
ERRFI1	54206
TPSP2	650474
RELN	5649
CD79B	974
PCDHB13	56123
SNW1	22938
CDH26	60437
OTUB1	55611
MTND5P26	100873268
PRMT6	55170
IGLV3-24	28794
PBC3	100303717
LOC100128160	100128160
IL36B	27177
LOC441666	441666
HTNB	8080
ARL6IP1P3	729790
ARMCX7P	653354
SSD	404713
CDKL4	344387
IGKV2D-38	28879
MIR2909	100422969
PSMD12P	317753
RNA5SP340	100873603
LOC101927502	101927502
PECR	55825
ZNF749	388567
LOC646938	646938
TAOK2	9344
EGFLAM-AS1	100874117
LOC402036	402036
BPY2C	442868
TMEM176A	55365
MIR4417	100616489
WWP1	11059
LOC102724054	102724054
ST8SIA5	29906
BHLHA15	168620
TRAPPC8	22878
ODF3	113746
PPP1R36	145376
TXK	7294
LEF1-AS1	641518
TEFM	79736
MIR941-3	100126352
KGFLP1	387628
PHF7	51533
RNA5SP296	100873549
LOC101929475	101929475
RAD17	5884
OIP5	11339
EXTL3	2137
CORIN	10699
IGHV1-12	28471
MIR4284	100422948
TAS2R39	259285
SNORA80A	677846
RNA5SP35	100873367
TRI-TAT2-2	100189028
OR51I1	390063
ANO7	50636
ZIC2	7546
LOC100132348	100132348
MIR5100	100847014
IGLV1-36	28826
SMG7-AS1	284649
RPL7P47	146110
CST3	1471
IGHV2-10	28456
HNRNPA1P15	100421353
MIS18BP1	55320
MAGEF1	64110
LOC646778	646778
ARL2BPP10	100874449
MIR3664	100500844
FAM183A	440585
RSPO3	84870
FAM115D	653691
ITM2C	81618
FAM215B	644297
HSPD1P21	100462990
HRCT1	646962
KRT18P46	391458
CCDC53	51019
PARGP1	728407
LINC01149	101929111
RNU4ATAC	100151683
RPS18	6222
LINC01094	100505702
LONRF2	164832
LINC00598	646982
HK1	3098
ABCE1	6059
IHPS4	100188772
SCUBE3	222663
RGS16	6004
MTBS3	100302686
LOC441178	441178
ACRV1	56
PRSS33	260429
MTHFD1	4522
GATA6	2627
SLAMF6	114836
SPACA7	122258
RPL27P12	100271302
TGFBR3L	100507588
KLHL36	79786
AGPAT6	137964
TDRD12	91646
NARR	100861437
AGAP1	116987
ZNF790-AS1	284408
SLAMF6P1	100862852
ANKRD49	54851
LOC100506082	100506082
EGR4	1961
ABRA	137735
LRRC37BP1	147172
RPS20P14	440992
SCO2	9997
C20ORF96	140680
ADAM22	53616
OR8J3	81168
FAM178B	51252
RPL7L1P8	402152
MROH3P	647215
RB1CC1	9821
LOC100506354	100506354
MIR5692A2	100847038
SENP8	123228
CODA	100188845
CAPS	828
LPAR4	2846
LCMT1	51451
LOC100653061	100653061
CASP8	841
GPR166P	442206
B3GNT8	374907
SNORD3C	780853
ZNF486	90649
SPAG5-AS1	100506436
KIFC3	3801
C4BPAP1	727859
RBMY2JP	378955
XKR9	389668
DLGAP1-AS2	84777
CENPVP1	389857
FLJ37453	729614
PSNP2	619408
MRPS14	63931
NEU3	10825
IGHJ4	28477
KEAP1	9817
LOC101929515	101929515
KIAA0895	23366
LOC102723445	102723445
ADPRH	141
ZNF725P	100128853
WFIKKN2	124857
IGKV1-5	28299
MPP4	58538
GSTM1	2944
GON4L	54856
HABP2	3026
GCNT1P3	100421581
LINCMD1	101154644
MIR4687	100616453
SUMO1P3	474338
FBLIM1	54751
LINC00415	100874163
AD8	353128
RPL22L1	200916
MIR1244-3	100422872
ZFP82	284406
GOLGA2P1	100418751
BRPF3	27154
WTH3DI	150786
MEG8	79104
SPG9	9193
LINC00207	388910
HBG1	3047
SPG29	619379
CASC9	101805492
SNRPD2	6633
LRRK2	120892
UBE2D4	51619
POLG2	11232
SNORD114-1	767577
KRTAP20-1	337975
OR7G3	390883
KIAA1614	57710
MRPL50P2	359749
PKP4P1	402116
GLUD2	2747
DYRK1A	1859
IDSP1	3424
NEUROD6	63974
LINC01106	151009
SIGLEC16	400709
SYT11	23208
CDH9	1007
FGFR1OP	11116
CCT8P1	644131
MBD3	53615
NEDD4	4734
MIR4289	100423015
PHF12	57649
MED26	9441
BMND11	100188884
CCDC40	55036
HSF2	3298
ADAM8	101
KIAA2026	158358
MRX81	266678
SACS	26278
ASB15	142685
CCT5	22948
CYP26B1	56603
RAD54L	8438
DNAAF1	123872
XKRYP6	379033
MIR7162	102466227
RIBC2	26150
LINC00116	205251
OR5AU1	390445
EGR1	1958
LOC100129148	100129148
DFNA7	1689
ANKMY2	57037
LOC102724828	102724828
LOC100132705	100132705
SNORD31	9298
RBMY1GP	100287769
AGBL4	84871
SNAR-G1	100126780
MRO	83876
LY6E	4061
PAXIP1OS	100132707
ROCK1P1	727758
MIR200B	406984
CFI	3426
CXCR2P1	3580
COPS6	10980
SRGAP2C	653464
TRIM32	22954
HMGN1P7	100129555
INTS12	57117
ZFP69B	65243
MIR1258	100302172
SETD8P1	57108
FAF2P1	100128043
RPS12P20	100271549
MIR320C2	100302195
MYCNOS	10408
UBE2L5P	171222
GNAI2	2771
ZSWIM5P3	391697
PSHK2	541461
MTND2P32	100873237
ZNF565	147929
IGHD1-1	28510
TET2	54790
LOC728208	728208
MIR4682	100616322
KRTAP24-1	643803
LINC00690	100996597
MRPS30	10884
NOXA1	10811
MKRN2OS	100129480
LOC100288114	100288114
LOC100129216	100129216
DSN1	79980
AKR1A1	10327
DDI1	414301
IGLV1-41	28824
DYM	54808
MSANTD3	91283
LINC00698	285401
SCAF4	57466
MIR513B	100313822
HLA-T	352964
RSPO4	343637
RAET1E	135250
MIR494	574452
IL31RA	133396
NSMCE2	286053
LRRC15	131578
BST1	683
DSG2	1829
KRT17P1	147228
RPS3P6	645000
DDX11L1	100287102
MIR3924	100500834
LANCL2	55915
FAM127A	8933
CD300LD	100131439
RPL21P110	100271438
SLC38A10	124565
ARSH	347527
C1GALT1	56913
PCNAP3	392454
LOC100289495	100289495
ARAP1	116985
MYLK-AS2	100873940
KCTD11	147040
LOC728554	728554
BTN3A3	10384
PRPF39	55015
ATP5F1	515
ATP2C2	9914
MFNG	4242
LOC100508175	100508175
HIST1H2BG	8339
ATP10B	23120
CCDC169	728591
PFN1P2	767846
CCDC173	129881
CNNM1	26507
SNORD37	26812
RPL7AP34	441154
RPL9P28	729146
FTH1P15	2507
MIR4419B	100616298
EXT1	2131
PHKG1	5260
BTNL8	79908
IGBP1	3476
LOC101930098	101930098
NFIL3	4783
